id	score	per
sin_1	0.043667	2.00
sin_2	0.019924	2.00
sin_3	0.340445	2.00
sin_4	0.016214	2.00
sin_5	0.310945	2.00
sin_6	0.019658	2.00
sin_7	0.035257	2.00
sin_8	0.073612	2.00
sin_9	0.051738	2.00
sin_10	0.014497	2.00
sin_11	0.078791	2.00
sin_12	0.082916	2.00
sin_13	0.013703	2.00
sin_14	0.082947	2.00
sin_15	0.025004	2.00
sin_16	0.027597	2.00
sin_17	0.015858	2.00
sin_18	0.021030	2.00
sin_19	0.018963	2.00
sin_20	0.014393	2.00
sin_21	0.030611	2.00
sin_22	0.148171	2.00
sin_23	0.014047	2.00
sin_24	0.161244	2.00
sin_25	0.013750	2.00
sin_26	0.012847	2.00
sin_27	0.077415	2.00
sin_28	0.042240	2.00
sin_29	0.018020	2.00
sin_30	0.098836	2.00
sin_31	0.017762	2.00
sin_32	0.023493	2.00
sin_33	0.028080	2.00
sin_34	0.012871	2.00
sin_35	0.094322	2.00
sin_36	0.021527	2.00
sin_37	0.014335	2.00
sin_38	0.228721	2.00
sin_39	0.148574	2.00
sin_40	0.037649	2.00
sin_41	0.040908	2.00
sin_42	0.017702	2.00
sin_43	0.015470	2.00
sin_44	0.032609	2.00
sin_45	0.143588	2.00
sin_46	0.042841	2.00
sin_47	0.203998	2.00
sin_48	0.045576	2.00
sin_49	0.013788	2.00
sin_50	0.031170	2.00
sin_51	0.147576	2.00
sin_52	0.027882	2.00
sin_53	0.048503	2.00
sin_54	0.021293	2.00
sin_55	0.024529	2.00
sin_56	0.020910	2.00
sin_57	0.024925	2.00
sin_58	0.038610	2.00
sin_59	0.331221	2.00
sin_60	0.012827	2.00
sin_61	0.045409	2.00
sin_62	0.050492	2.00
sin_63	0.043571	2.00
sin_64	0.020123	2.00
sin_65	0.053491	2.00
sin_66	0.150213	2.00
sin_67	0.040709	2.00
sin_68	0.060069	2.00
sin_69	0.022453	2.00
sin_70	0.032680	2.00
sin_71	0.015375	2.00
sin_72	0.016988	2.00
sin_73	0.018763	2.00
sin_74	0.017034	2.00
sin_75	0.160444	2.00
sin_76	0.039681	2.00
sin_77	0.735341	2.00
sin_78	0.012727	2.00
sin_79	0.287979	2.00
sin_80	0.202304	2.00
sin_81	0.032829	2.00
sin_82	0.032197	2.00
sin_83	0.926094	2.00
sin_84	0.036624	2.00
sin_85	0.037065	2.00
sin_86	0.014234	2.00
sin_87	0.062630	2.00
sin_88	0.055498	2.00
sin_89	0.076682	2.00
sin_90	0.192274	2.00
sin_91	0.053360	2.00
sin_92	0.025504	2.00
sin_93	0.032880	2.00
sin_94	0.035390	2.00
sin_95	0.050956	2.00
sin_96	0.029509	2.00
sin_97	0.017250	2.00
sin_98	0.015440	2.00
sin_99	0.026269	2.00
sin_100	0.015575	2.00
sin_101	0.034622	2.00
sin_102	0.025619	2.00
sin_103	0.033572	2.00
sin_104	0.026876	2.00
sin_105	0.414654	2.00
sin_106	0.175473	2.00
sin_107	0.025560	2.00
sin_108	0.013245	2.00
sin_109	0.078105	2.00
sin_110	0.020360	2.00
sin_111	0.012774	2.00
sin_112	0.949987	2.00
sin_113	0.173342	2.00
sin_114	0.048933	2.00
sin_115	0.071321	2.00
sin_116	0.019848	2.00
sin_117	0.014877	2.00
sin_118	0.061567	2.00
sin_119	0.017490	2.00
sin_120	0.023369	2.00
sin_121	0.068176	2.00
sin_122	0.079101	2.00
sin_123	0.013886	2.00
sin_124	0.089795	2.00
sin_125	0.021621	2.00
sin_126	0.020919	2.00
sin_127	0.040290	2.00
sin_128	0.014307	2.00
sin_129	0.023655	2.00
sin_130	0.095171	2.00
sin_131	0.021923	2.00
sin_132	0.062719	2.00
sin_133	0.046667	2.00
sin_134	0.012437	2.00
sin_135	0.018430	2.00
sin_136	0.258557	2.00
sin_137	0.069275	2.00
sin_138	0.521486	2.00
sin_139	0.033780	2.00
sin_140	0.037501	2.00
sin_141	0.039129	2.00
sin_142	0.069223	2.00
sin_143	0.081987	2.00
sin_144	0.021072	2.00
sin_145	0.074786	2.00
sin_146	0.018837	2.00
sin_147	0.050327	2.00
sin_148	0.012734	2.00
sin_149	0.022711	2.00
