id	score	per
sin_1	0.076472	2.00
sin_2	0.012376	2.00
sin_3	0.012493	2.00
sin_4	0.016043	2.00
sin_5	0.041215	2.00
sin_6	0.012204	2.00
sin_7	0.012231	2.00
sin_8	0.012204	2.00
sin_9	0.012704	2.00
sin_10	0.140045	2.00
sin_11	0.015773	2.00
sin_12	0.012376	2.00
sin_13	0.010024	2.00
sin_14	0.013170	2.00
sin_15	0.010876	2.00
sin_16	0.012231	2.00
sin_17	0.012376	2.00
sin_18	0.010876	2.00
sin_19	0.013170	2.00
sin_20	0.010876	2.00
sin_21	0.012376	2.00
sin_22	0.104513	2.00
sin_23	0.010024	2.00
sin_24	0.272226	2.00
sin_25	0.831750	2.00
sin_26	0.151166	2.00
sin_27	0.010876	2.00
sin_28	0.012231	2.00
sin_29	0.010876	2.00
sin_30	0.012376	2.00
sin_31	0.012376	2.00
sin_32	0.012231	2.00
sin_33	0.010876	2.00
sin_34	0.012376	2.00
sin_35	0.047924	2.00
sin_36	0.012376	2.00
sin_37	0.086831	2.00
sin_38	0.012204	2.00
sin_39	0.023394	2.00
sin_40	0.010876	2.00
sin_41	0.039359	2.00
sin_42	0.012493	2.00
sin_43	0.012493	2.00
sin_44	0.012493	2.00
sin_45	0.086436	2.00
sin_46	0.012376	2.00
sin_47	0.012376	2.00
sin_48	0.063864	2.00
sin_49	0.012231	2.00
sin_50	0.026575	2.00
sin_51	0.079098	2.00
sin_52	0.012376	2.00
sin_53	0.014910	2.00
sin_54	0.012376	2.00
sin_55	0.012231	2.00
sin_56	0.012204	2.00
sin_57	0.012204	2.00
sin_58	0.012231	2.00
sin_59	0.018890	2.00
sin_60	0.128003	2.00
sin_61	0.048282	2.00
sin_62	0.010876	2.00
sin_63	0.013170	2.00
sin_64	0.012231	2.00
sin_65	0.062289	2.00
sin_66	0.012493	2.00
sin_67	0.010876	2.00
sin_68	0.013170	2.00
sin_69	0.012231	2.00
sin_70	0.012376	2.00
sin_71	0.012204	2.00
sin_72	0.017161	2.00
sin_73	0.012204	2.00
sin_74	0.137416	2.00
sin_75	0.012376	2.00
sin_76	0.010876	2.00
sin_77	0.012376	2.00
sin_78	0.010876	2.00
sin_79	0.014697	2.00
sin_80	0.020851	2.00
sin_81	0.023736	2.00
sin_82	0.013170	2.00
sin_83	0.012493	2.00
sin_84	0.010876	2.00
sin_85	0.012493	2.00
sin_86	0.010876	2.00
sin_87	0.076929	2.00
sin_88	0.010876	2.00
sin_89	0.098440	2.00
sin_90	0.012231	2.00
sin_91	0.012231	2.00
sin_92	0.012231	2.00
sin_93	0.010876	2.00
sin_94	0.012493	2.00
sin_95	0.012231	2.00
sin_96	0.013170	2.00
sin_97	0.012231	2.00
sin_98	0.013170	2.00
sin_99	0.012231	2.00
sin_100	0.010876	2.00
sin_101	0.013170	2.00
sin_102	0.012376	2.00
sin_103	0.207593	2.00
sin_104	0.157775	2.00
sin_105	0.013170	2.00
sin_106	0.012204	2.00
sin_107	0.010024	2.00
sin_108	0.010876	2.00
sin_109	0.012376	2.00
sin_110	0.251467	2.00
sin_111	0.010024	2.00
sin_112	0.012204	2.00
sin_113	0.012231	2.00
sin_114	0.010876	2.00
sin_115	0.012231	2.00
sin_116	0.033681	2.00
sin_117	0.010876	2.00
sin_118	0.012376	2.00
sin_119	0.012204	2.00
sin_120	0.013170	2.00
sin_121	0.016410	2.00
sin_122	0.012204	2.00
sin_123	0.012204	2.00
sin_124	0.018610	2.00
sin_125	0.012204	2.00
sin_126	0.013170	2.00
sin_127	0.119346	2.00
sin_128	0.012204	2.00
sin_129	0.016783	2.00
sin_130	0.013170	2.00
sin_131	0.293554	2.00
sin_132	0.012231	2.00
sin_133	0.012204	2.00
sin_134	0.017312	2.00
sin_135	0.037629	2.00
sin_136	0.050491	2.00
sin_137	0.012231	2.00
sin_138	0.012376	2.00
sin_139	0.255091	2.00
sin_140	0.010024	2.00
sin_141	0.012376	2.00
sin_142	0.012204	2.00
sin_143	0.012376	2.00
sin_144	0.074007	2.00
sin_145	0.010024	2.00
sin_146	0.013170	2.00
sin_147	0.012493	2.00
sin_148	0.013170	2.00
sin_149	0.010876	2.00
sin_150	0.013170	2.00
sin_151	0.013170	2.00
sin_152	0.010876	2.00
sin_153	0.013170	2.00
sin_154	0.012493	2.00
sin_155	0.010876	2.00
sin_156	0.012204	2.00
sin_157	0.012204	2.00
sin_158	0.012376	2.00
sin_159	0.013170	2.00
sin_160	0.012204	2.00
sin_161	0.013150	2.00
sin_162	0.013170	2.00
sin_163	0.010876	2.00
sin_164	0.013170	2.00
sin_165	0.012433	2.00
sin_166	0.057979	2.00
sin_167	0.012376	2.00
sin_168	0.012376	2.00
sin_169	0.250890	2.00
sin_170	0.015236	2.00
sin_171	0.071849	2.00
sin_172	0.012204	2.00
sin_173	0.012231	2.00
sin_174	0.012204	2.00
sin_175	0.012376	2.00
sin_176	0.012231	2.00
sin_177	0.012493	2.00
sin_178	0.010876	2.00
sin_179	0.012493	2.00
sin_180	0.167111	2.00
sin_181	0.013170	2.00
sin_182	0.077983	2.00
sin_183	0.012204	2.00
sin_184	0.012204	2.00
sin_185	0.012231	2.00
sin_186	0.012376	2.00
sin_187	0.013170	2.00
sin_188	0.010876	2.00
sin_189	0.010876	2.00
sin_190	0.012376	2.00
sin_191	0.012231	2.00
sin_192	0.010876	2.00
sin_193	0.010876	2.00
sin_194	0.013170	2.00
sin_195	0.012231	2.00
sin_196	0.013170	2.00
sin_197	0.010024	2.00
sin_198	0.013170	2.00
sin_199	0.012376	2.00
sin_200	0.013170	2.00
sin_201	0.013170	2.00
sin_202	0.013170	2.00
sin_203	0.013170	2.00
sin_204	0.021576	2.00
sin_205	0.017256	2.00
sin_206	0.012204	2.00
sin_207	0.012231	2.00
sin_208	0.010024	2.00
sin_209	0.012376	2.00
sin_210	0.012376	2.00
sin_211	0.013170	2.00
sin_212	0.010876	2.00
sin_213	0.028655	2.00
sin_214	0.010876	2.00
sin_215	0.013170	2.00
sin_216	0.025981	2.00
sin_217	0.010876	2.00
sin_218	0.013170	2.00
sin_219	0.012204	2.00
sin_220	0.010876	2.00
sin_221	0.012376	2.00
sin_222	0.012493	2.00
sin_223	0.013170	2.00
sin_224	0.168528	2.00
sin_225	0.012376	2.00
sin_226	0.010876	2.00
sin_227	0.012204	2.00
sin_228	0.027751	2.00
sin_229	0.010024	2.00
sin_230	0.010876	2.00
sin_231	0.012204	2.00
sin_232	0.025444	2.00
sin_233	0.010024	2.00
sin_234	0.012376	2.00
sin_235	0.091111	2.00
sin_236	0.010024	2.00
sin_237	0.013170	2.00
sin_238	0.010024	2.00
sin_239	0.013170	2.00
sin_240	0.010876	2.00
sin_241	0.012376	2.00
sin_242	0.012204	2.00
sin_243	0.010876	2.00
sin_244	0.012376	2.00
sin_245	0.010876	2.00
sin_246	0.021350	2.00
sin_247	0.225932	2.00
