id	score	per
sin_1	0.052196	2.00
sin_2	0.015835	2.00
sin_3	0.267629	2.00
sin_4	0.055773	2.00
sin_5	0.044784	2.00
sin_6	0.073933	2.00
sin_7	0.036944	2.00
sin_8	0.144973	2.00
sin_9	0.016746	2.00
sin_10	0.027220	2.00
sin_11	0.089831	2.00
sin_12	0.073714	2.00
sin_13	0.056044	2.00
sin_14	0.016488	2.00
sin_15	0.074886	2.00
sin_16	0.161827	2.00
sin_17	0.018391	2.00
sin_18	0.027777	2.00
sin_19	0.056040	2.00
sin_20	0.056929	2.00
sin_21	0.035214	2.00
sin_22	0.028623	2.00
sin_23	0.041556	2.00
sin_24	0.082482	2.00
sin_25	0.036095	2.00
sin_26	0.128492	2.00
sin_27	0.052852	2.00
sin_28	0.070000	2.00
sin_29	0.071658	2.00
sin_30	0.090589	2.00
sin_31	0.047263	2.00
sin_32	0.042679	2.00
sin_33	0.019564	2.00
sin_34	0.052255	2.00
sin_35	0.073290	2.00
sin_36	0.042945	2.00
sin_37	0.079981	2.00
sin_38	0.101818	2.00
sin_39	0.072095	2.00
sin_40	0.030694	2.00
sin_41	0.136182	2.00
sin_42	0.064230	2.00
sin_43	0.029675	2.00
sin_44	0.092385	2.00
sin_45	0.047721	2.00
sin_46	0.104356	2.00
sin_47	0.050360	2.00
sin_48	0.038232	2.00
sin_49	0.024488	2.00
sin_50	0.014567	2.00
sin_51	0.041133	2.00
sin_52	0.079425	2.00
sin_53	0.013133	2.00
sin_54	0.014839	2.00
sin_55	0.035038	2.00
sin_56	0.056487	2.00
sin_57	0.016095	2.00
sin_58	0.030646	2.00
sin_59	0.205785	2.00
sin_60	0.096021	2.00
sin_61	0.039267	2.00
sin_62	0.037762	2.00
sin_63	0.040189	2.00
sin_64	0.099588	2.00
sin_65	0.169785	2.00
sin_66	0.077847	2.00
sin_67	0.032603	2.00
sin_68	0.310889	2.00
sin_69	0.037166	2.00
sin_70	0.046402	2.00
sin_71	0.021051	2.00
sin_72	0.049938	2.00
sin_73	0.019409	2.00
sin_74	0.045384	2.00
sin_75	0.656999	2.00
sin_76	0.028839	2.00
sin_77	0.024472	2.00
sin_78	0.067198	2.00
sin_79	0.035004	2.00
sin_80	0.023559	2.00
sin_81	0.189205	2.00
sin_82	0.017966	2.00
sin_83	0.120878	2.00
sin_84	0.013317	2.00
sin_85	0.032173	2.00
sin_86	0.035718	2.00
sin_87	0.058540	2.00
sin_88	0.019005	2.00
sin_89	0.015155	2.00
sin_90	0.036605	2.00
sin_91	0.028037	2.00
sin_92	0.134792	2.00
sin_93	0.040067	2.00
sin_94	0.107487	2.00
sin_95	0.111054	2.00
sin_96	0.017051	2.00
sin_97	0.050994	2.00
sin_98	0.052331	2.00
sin_99	0.015264	2.00
sin_100	0.029234	2.00
sin_101	0.109133	2.00
sin_102	0.054856	2.00
sin_103	0.084675	2.00
sin_104	0.064804	2.00
sin_105	0.097825	2.00
sin_106	0.071676	2.00
sin_107	0.025520	2.00
sin_108	0.015962	2.00
sin_109	0.057250	2.00
sin_110	0.016895	2.00
sin_111	0.052978	2.00
sin_112	0.108831	2.00
sin_113	0.016232	2.00
sin_114	0.035613	2.00
sin_115	0.021402	2.00
sin_116	0.100879	2.00
sin_117	0.023338	2.00
sin_118	0.041152	2.00
sin_119	0.051160	2.00
sin_120	0.026243	2.00
sin_121	0.038669	2.00
sin_122	0.121838	2.00
sin_123	0.017730	2.00
sin_124	0.059657	2.00
sin_125	0.093723	2.00
sin_126	0.013414	2.00
sin_127	0.073222	2.00
sin_128	0.079473	2.00
sin_129	0.110425	2.00
sin_130	0.063789	2.00
sin_131	0.021101	2.00
sin_132	0.071379	2.00
sin_133	0.025548	2.00
sin_134	0.084034	2.00
sin_135	0.037856	2.00
sin_136	0.035908	2.00
sin_137	0.045743	2.00
sin_138	0.035209	2.00
sin_139	0.065020	2.00
sin_140	0.068047	2.00
sin_141	0.028446	2.00
sin_142	0.059303	2.00
sin_143	0.057396	2.00
sin_144	0.033249	2.00
sin_145	0.035917	2.00
sin_146	0.088189	2.00
sin_147	0.044049	2.00
sin_148	0.022287	2.00
sin_149	0.075825	2.00
sin_150	0.135599	2.00
sin_151	0.059758	2.00
sin_152	0.152138	2.00
sin_153	0.018667	2.00
sin_154	0.108108	2.00
sin_155	0.020083	2.00
sin_156	0.381901	2.00
sin_157	0.022509	2.00
sin_158	0.081865	2.00
sin_159	0.038995	2.00
sin_160	0.090286	2.00
sin_161	0.029193	2.00
sin_162	0.012991	2.00
sin_163	0.019283	2.00
sin_164	0.045653	2.00
sin_165	0.086302	2.00
sin_166	0.163996	2.00
sin_167	0.066858	2.00
sin_168	0.248364	2.00
sin_169	0.023486	2.00
sin_170	0.020444	2.00
sin_171	0.055739	2.00
sin_172	0.049249	2.00
sin_173	0.115254	2.00
sin_174	0.035316	2.00
sin_175	0.046320	2.00
sin_176	0.059204	2.00
sin_177	0.015305	2.00
sin_178	0.110765	2.00
sin_179	0.036585	2.00
sin_180	0.063989	2.00
sin_181	0.172125	2.00
sin_182	0.108993	2.00
sin_183	0.045779	2.00
sin_184	0.121624	2.00
sin_185	0.024766	2.00
sin_186	0.131378	2.00
sin_187	0.044120	2.00
sin_188	0.041471	2.00
sin_189	0.080041	2.00
sin_190	0.021299	2.00
sin_191	0.050914	2.00
sin_192	0.031702	2.00
sin_193	0.083991	2.00
sin_194	0.044660	2.00
sin_195	0.114846	2.00
sin_196	0.019026	2.00
sin_197	0.075879	2.00
sin_198	0.071568	2.00
sin_199	0.025617	2.00
sin_200	0.062001	2.00
sin_201	0.059948	2.00
sin_202	0.022082	2.00
sin_203	0.085203	2.00
sin_204	0.058354	2.00
sin_205	0.051962	2.00
sin_206	0.022907	2.00
sin_207	0.101990	2.00
