id	score	per
sin_1	0.012330	2.00
sin_2	0.011381	2.00
sin_3	0.010916	2.00
sin_4	0.012330	2.00
sin_5	0.012330	2.00
sin_6	0.010799	2.00
sin_7	0.077291	2.00
sin_8	0.025798	2.00
sin_9	0.015097	2.00
sin_10	0.010916	2.00
sin_11	0.018605	2.00
sin_12	0.064717	2.00
sin_13	0.012912	2.00
sin_14	0.011545	2.00
sin_15	0.012330	2.00
sin_16	0.011250	2.00
sin_17	0.011381	2.00
sin_18	0.012330	2.00
sin_19	0.011545	2.00
sin_20	0.044552	2.00
sin_21	0.317989	2.00
sin_22	0.032323	2.00
sin_23	0.012912	2.00
sin_24	0.012330	2.00
sin_25	0.010916	2.00
sin_26	0.012912	2.00
sin_27	0.066187	2.00
sin_28	0.011250	2.00
sin_29	0.012330	2.00
sin_30	0.011381	2.00
sin_31	0.011381	2.00
sin_32	0.011250	2.00
sin_33	0.012330	2.00
sin_34	0.011381	2.00
sin_35	0.018454	2.00
sin_36	0.011381	2.00
sin_37	0.012912	2.00
sin_38	0.010799	2.00
sin_39	0.030779	2.00
sin_40	0.012330	2.00
sin_41	0.012330	2.00
sin_42	0.010916	2.00
sin_43	0.010916	2.00
sin_44	0.010916	2.00
sin_45	0.013000	2.00
sin_46	0.011381	2.00
sin_47	0.011381	2.00
sin_48	0.055795	2.00
sin_49	0.080323	2.00
sin_50	0.011545	2.00
sin_51	0.012330	2.00
sin_52	0.014580	2.00
sin_53	0.010799	2.00
sin_54	0.011381	2.00
sin_55	0.011250	2.00
sin_56	0.010799	2.00
sin_57	0.010799	2.00
sin_58	0.011250	2.00
sin_59	0.011381	2.00
sin_60	0.011250	2.00
sin_61	0.011381	2.00
sin_62	0.012330	2.00
sin_63	0.011545	2.00
sin_64	0.011250	2.00
sin_65	0.011250	2.00
sin_66	0.046898	2.00
sin_67	0.012330	2.00
sin_68	0.011545	2.00
sin_69	0.011250	2.00
sin_70	0.011381	2.00
sin_71	0.010799	2.00
sin_72	0.223841	2.00
sin_73	0.010799	2.00
sin_74	0.012330	2.00
sin_75	0.011381	2.00
sin_76	0.012330	2.00
sin_77	0.011381	2.00
sin_78	0.012330	2.00
sin_79	0.011381	2.00
sin_80	0.043387	2.00
sin_81	0.099499	2.00
sin_82	0.011545	2.00
sin_83	0.010916	2.00
sin_84	0.012330	2.00
sin_85	0.025118	2.00
sin_86	0.012330	2.00
sin_87	0.010799	2.00
sin_88	0.018308	2.00
sin_89	0.012912	2.00
sin_90	0.011250	2.00
sin_91	0.011250	2.00
sin_92	0.011250	2.00
sin_93	0.012330	2.00
sin_94	0.010916	2.00
sin_95	0.011250	2.00
sin_96	0.011545	2.00
sin_97	0.313957	2.00
sin_98	0.011545	2.00
sin_99	0.011250	2.00
sin_100	0.012330	2.00
sin_101	0.011545	2.00
sin_102	0.075683	2.00
sin_103	0.012330	2.00
sin_104	0.012912	2.00
sin_105	0.011545	2.00
sin_106	0.010799	2.00
sin_107	0.146649	2.00
sin_108	0.014663	2.00
sin_109	0.011381	2.00
sin_110	0.011545	2.00
sin_111	0.012912	2.00
sin_112	0.010799	2.00
sin_113	0.011250	2.00
sin_114	0.016689	2.00
sin_115	0.016263	2.00
sin_116	0.012330	2.00
sin_117	0.043104	2.00
sin_118	0.015667	2.00
sin_119	0.010799	2.00
sin_120	0.011545	2.00
sin_121	0.012912	2.00
sin_122	0.010799	2.00
sin_123	0.010799	2.00
sin_124	0.170639	2.00
sin_125	0.010799	2.00
sin_126	0.437880	2.00
sin_127	0.039347	2.00
sin_128	0.224827	2.00
sin_129	0.020778	2.00
sin_130	0.011545	2.00
sin_131	0.019752	2.00
sin_132	0.273262	2.00
sin_133	0.053750	2.00
sin_134	0.136845	2.00
sin_135	0.010799	2.00
sin_136	0.015515	2.00
sin_137	0.011250	2.00
sin_138	0.011381	2.00
sin_139	0.011250	2.00
sin_140	0.012912	2.00
sin_141	0.011381	2.00
sin_142	0.010799	2.00
sin_143	0.011381	2.00
sin_144	0.012912	2.00
