id	score	per
sin_1	0.012330	2.00
sin_2	0.013233	2.00
sin_3	0.010916	2.00
sin_4	0.012330	2.00
sin_5	0.017771	2.00
sin_6	0.102955	2.00
sin_7	0.014918	2.00
sin_8	0.010799	2.00
sin_9	0.011381	2.00
sin_10	0.010916	2.00
sin_11	0.012330	2.00
sin_12	0.011381	2.00
sin_13	0.012912	2.00
sin_14	0.013316	2.00
sin_15	0.027744	2.00
sin_16	0.013167	2.00
sin_17	0.011381	2.00
sin_18	0.012330	2.00
sin_19	0.037443	2.00
sin_20	0.012330	2.00
sin_21	0.115143	2.00
sin_22	0.011545	2.00
sin_23	0.061056	2.00
sin_24	0.010765	2.00
sin_25	0.010916	2.00
sin_26	0.011965	2.00
sin_27	0.012330	2.00
sin_28	0.013076	2.00
sin_29	0.032486	2.00
sin_30	0.027306	2.00
sin_31	0.011381	2.00
sin_32	0.057616	2.00
sin_33	0.012330	2.00
sin_34	0.011381	2.00
sin_35	0.014772	2.00
sin_36	0.011381	2.00
sin_37	0.027384	2.00
sin_38	0.010799	2.00
sin_39	0.010799	2.00
sin_40	0.018080	2.00
sin_41	0.068550	2.00
sin_42	0.010916	2.00
sin_43	0.017424	2.00
sin_44	0.041658	2.00
sin_45	0.010799	2.00
sin_46	0.011381	2.00
sin_47	0.054589	2.00
sin_48	0.023200	2.00
sin_49	0.011250	2.00
sin_50	0.011545	2.00
sin_51	0.012330	2.00
sin_52	0.031452	2.00
sin_53	0.026348	2.00
sin_54	0.011381	2.00
sin_55	0.011250	2.00
sin_56	0.022059	2.00
sin_57	0.010799	2.00
sin_58	0.011026	2.00
sin_59	0.011381	2.00
sin_60	0.011250	2.00
sin_61	0.011381	2.00
sin_62	0.041394	2.00
sin_63	0.011545	2.00
sin_64	0.011250	2.00
sin_65	0.017736	2.00
sin_66	0.010916	2.00
sin_67	0.012330	2.00
sin_68	0.011545	2.00
sin_69	0.014382	2.00
sin_70	0.011381	2.00
sin_71	0.014891	2.00
sin_72	0.011250	2.00
sin_73	0.012169	2.00
sin_74	0.053496	2.00
sin_75	0.011381	2.00
sin_76	0.012330	2.00
sin_77	0.011381	2.00
sin_78	0.012330	2.00
sin_79	0.011381	2.00
sin_80	0.014202	2.00
sin_81	0.012084	2.00
sin_82	0.017457	2.00
sin_83	0.016517	2.00
sin_84	0.012330	2.00
sin_85	0.016219	2.00
sin_86	0.028527	2.00
sin_87	0.010799	2.00
sin_88	0.012330	2.00
sin_89	0.011985	2.00
sin_90	0.014917	2.00
sin_91	0.013341	2.00
sin_92	0.064732	2.00
sin_93	0.014232	2.00
sin_94	0.010916	2.00
sin_95	0.011250	2.00
sin_96	0.011545	2.00
sin_97	0.018463	2.00
sin_98	0.011545	2.00
sin_99	0.013630	2.00
sin_100	0.012330	2.00
sin_101	0.011545	2.00
sin_102	0.011381	2.00
sin_103	0.012330	2.00
sin_104	0.035444	2.00
sin_105	0.011545	2.00
sin_106	0.010799	2.00
sin_107	0.012912	2.00
sin_108	0.012330	2.00
sin_109	0.011381	2.00
sin_110	0.011545	2.00
sin_111	0.013538	2.00
sin_112	0.010799	2.00
sin_113	0.035688	2.00
sin_114	0.012330	2.00
sin_115	0.011250	2.00
sin_116	0.012330	2.00
sin_117	0.012330	2.00
sin_118	0.016537	2.00
sin_119	0.020750	2.00
sin_120	0.011545	2.00
sin_121	0.012912	2.00
sin_122	0.010799	2.00
sin_123	0.030668	2.00
sin_124	0.012470	2.00
sin_125	0.022811	2.00
sin_126	0.011545	2.00
sin_127	0.011545	2.00
sin_128	0.013480	2.00
sin_129	0.010799	2.00
sin_130	0.011545	2.00
sin_131	0.013136	2.00
sin_132	0.013654	2.00
sin_133	0.013005	2.00
sin_134	0.226378	2.00
sin_135	0.010799	2.00
sin_136	0.011250	2.00
sin_137	0.011250	2.00
sin_138	0.011381	2.00
sin_139	0.031932	2.00
sin_140	0.013122	2.00
sin_141	0.013667	2.00
sin_142	0.010799	2.00
sin_143	0.011381	2.00
sin_144	0.035420	2.00
sin_145	0.012912	2.00
sin_146	0.011545	2.00
sin_147	0.020186	2.00
sin_148	0.011545	2.00
sin_149	0.030408	2.00
sin_150	0.011545	2.00
sin_151	0.022238	2.00
sin_152	0.025389	2.00
sin_153	0.011545	2.00
sin_154	0.018963	2.00
sin_155	0.013028	2.00
sin_156	0.010799	2.00
sin_157	0.010799	2.00
sin_158	0.011381	2.00
sin_159	0.011545	2.00
sin_160	0.016050	2.00
sin_161	0.012330	2.00
sin_162	0.011545	2.00
sin_163	0.038515	2.00
sin_164	0.026011	2.00
sin_165	0.011381	2.00
sin_166	0.014382	2.00
sin_167	0.024899	2.00
sin_168	0.012305	2.00
sin_169	0.011545	2.00
sin_170	0.011381	2.00
sin_171	0.011381	2.00
sin_172	0.053684	2.00
sin_173	0.011250	2.00
sin_174	0.106709	2.00
sin_175	0.011066	2.00
sin_176	0.015810	2.00
sin_177	0.010916	2.00
sin_178	0.012330	2.00
sin_179	0.030727	2.00
sin_180	0.011250	2.00
sin_181	0.019290	2.00
sin_182	0.010799	2.00
sin_183	0.010799	2.00
sin_184	0.010799	2.00
sin_185	0.012803	2.00
sin_186	0.028158	2.00
sin_187	0.011545	2.00
sin_188	0.012330	2.00
sin_189	0.064548	2.00
sin_190	0.017716	2.00
sin_191	0.011250	2.00
sin_192	0.013217	2.00
sin_193	0.014255	2.00
sin_194	0.019308	2.00
sin_195	0.014652	2.00
sin_196	0.011545	2.00
sin_197	0.012912	2.00
sin_198	0.011545	2.00
sin_199	0.012490	2.00
sin_200	0.028988	2.00
sin_201	0.015654	2.00
sin_202	0.011545	2.00
sin_203	0.034227	2.00
sin_204	0.014439	2.00
sin_205	0.010916	2.00
sin_206	0.010799	2.00
sin_207	0.011250	2.00
sin_208	0.041980	2.00
sin_209	0.011381	2.00
sin_210	0.072602	2.00
sin_211	0.014520	2.00
sin_212	0.013209	2.00
sin_213	0.012912	2.00
sin_214	0.012330	2.00
sin_215	0.011545	2.00
sin_216	0.010916	2.00
sin_217	0.012330	2.00
sin_218	0.015042	2.00
sin_219	0.010799	2.00
sin_220	0.012183	2.00
sin_221	0.011381	2.00
sin_222	0.010916	2.00
sin_223	0.011545	2.00
sin_224	0.011381	2.00
sin_225	0.015470	2.00
sin_226	0.012330	2.00
sin_227	0.010799	2.00
sin_228	0.143294	2.00
sin_229	0.014351	2.00
sin_230	0.036068	2.00
sin_231	0.010799	2.00
sin_232	0.011250	2.00
sin_233	0.012107	2.00
sin_234	0.036214	2.00
sin_235	0.038201	2.00
sin_236	0.012912	2.00
sin_237	0.030208	2.00
sin_238	0.012912	2.00
sin_239	0.011545	2.00
sin_240	0.012330	2.00
sin_241	0.018985	2.00
sin_242	0.011778	2.00
sin_243	0.012330	2.00
sin_244	0.012158	2.00
sin_245	0.012330	2.00
sin_246	0.011545	2.00
sin_247	0.014603	2.00
sin_248	0.013485	2.00
sin_249	0.014018	2.00
sin_250	0.028394	2.00
sin_251	0.010799	2.00
sin_252	0.015308	2.00
sin_253	0.012330	2.00
sin_254	0.012912	2.00
sin_255	0.011381	2.00
sin_256	0.012912	2.00
sin_257	0.012330	2.00
sin_258	0.051614	2.00
sin_259	0.010799	2.00
sin_260	0.012330	2.00
sin_261	0.012912	2.00
sin_262	0.030212	2.00
sin_263	0.012912	2.00
sin_264	0.010916	2.00
sin_265	0.030538	2.00
sin_266	0.012330	2.00
sin_267	0.012912	2.00
sin_268	0.012912	2.00
sin_269	0.026765	2.00
sin_270	0.014381	2.00
sin_271	0.025217	2.00
sin_272	0.012814	2.00
sin_273	0.038997	2.00
sin_274	0.040037	2.00
sin_275	0.011381	2.00
sin_276	0.011545	2.00
sin_277	0.011381	2.00
sin_278	0.010916	2.00
sin_279	0.011250	2.00
sin_280	0.011545	2.00
sin_281	0.011250	2.00
sin_282	0.010799	2.00
sin_283	0.034200	2.00
sin_284	0.080135	2.00
sin_285	0.015584	2.00
sin_286	0.011893	2.00
sin_287	0.011250	2.00
sin_288	0.011381	2.00
sin_289	0.013909	2.00
sin_290	0.012912	2.00
sin_291	0.043161	2.00
sin_292	0.012330	2.00
sin_293	0.012912	2.00
sin_294	0.010799	2.00
sin_295	0.012330	2.00
sin_296	0.015375	2.00
sin_297	0.019687	2.00
sin_298	0.010745	2.00
sin_299	0.044348	2.00
sin_300	0.165087	2.00
sin_301	0.012330	2.00
sin_302	0.013712	2.00
sin_303	0.035678	2.00
sin_304	0.011381	2.00
sin_305	0.010799	2.00
sin_306	0.019790	2.00
sin_307	0.015810	2.00
sin_308	0.022794	2.00
sin_309	0.010799	2.00
sin_310	0.011381	2.00
sin_311	0.035289	2.00
sin_312	0.111269	2.00
sin_313	0.015668	2.00
sin_314	0.041142	2.00
sin_315	0.026823	2.00
sin_316	0.011545	2.00
sin_317	0.020173	2.00
sin_318	0.011545	2.00
